split,id,polarity,final_intensity,raw_intensity,classification_principal_modality,classification_modal_scores_T,classification_modal_scores_A,classification_modal_scores_V,classification_modality_shares_T,classification_modality_shares_A,classification_modality_shares_V,regression_principal_modality,regression_modal_scores_T,regression_modal_scores_A,regression_modal_scores_V,regression_modality_shares_T,regression_modality_shares_A,regression_modality_shares_V,precision_weight_T,precision_weight_A,precision_weight_V,available_T,available_A,available_V
valid,112433$_$3,0,-0.02937796711921692,-0.02937796711921692,V,0.008598685264587402,0.03748130053281784,0.05582389980554581,0.08438035100698471,0.36781030893325806,0.547809362411499,T,-0.07182304561138153,0.038165491074323654,0.0088724996894598,0.6042606234550476,0.32109335064888,0.0746459886431694,0.4547368884086609,0.24908463656902313,0.2961784899234772,True,True,True
valid,112433$_$7,2,0.12450522184371948,0.12450522184371948,T,2.485036849975586,-0.1782466620206833,0.0478023961186409,0.9166204333305359,0.06574732810258865,0.017632193863391876,T,0.09159673005342484,-0.05129077285528183,-0.013772442936897278,0.5846850872039795,0.3274019658565521,0.08791298419237137,0.39323148131370544,0.3031182289123535,0.3036503195762634,True,True,True
valid,112433$_$6,0,-1.6753921508789062,-1.6753921508789062,T,7.03858757019043,0.013890592381358147,0.11041870713233948,0.9826453328132629,0.0019392422400414944,0.015415369533002377,T,-0.6547321677207947,0.027317436411976814,-0.018175601959228516,0.9350308179855347,0.0390123575925827,0.02595679461956024,0.40345630049705505,0.28408291935920715,0.3124607801437378,True,True,True
valid,117tQqLjza4$_$6,2,0.3374175429344177,0.3374175429344177,T,-0.6148773431777954,0.11897739768028259,0.22681033611297607,0.6400538086891174,0.12384898215532303,0.23609718680381775,T,0.10218070447444916,-0.003291869768872857,-0.000930521753616631,0.9603170156478882,0.03093772567808628,0.008745250292122364,0.46337032318115234,0.2738586664199829,0.26277098059654236,True,True,True
valid,11j7EfglCAs$_$2,2,0.26249411702156067,0.26249411702156067,T,1.0038280487060547,0.07155834883451462,0.1882363259792328,0.7944048643112183,0.056629519909620285,0.14896559715270996,T,0.09274384379386902,0.016462109982967377,-0.03647567331790924,0.6366201043128967,0.11300059407949448,0.25037938356399536,0.43149641156196594,0.28443774580955505,0.284065842628479,True,True,True
valid,121128$_$10,2,1.135688304901123,1.135688304901123,T,4.992945671081543,0.13413041830062866,0.07394316792488098,0.9599936604499817,0.025789255276322365,0.014217053540050983,T,0.4002031087875366,-0.012459130957722664,-0.004355153534561396,0.9596796631813049,0.029876764863729477,0.010443577542901039,0.3872901201248169,0.3058168590068817,0.3068930506706238,True,True,True
valid,121128$_$1,1,0.0,0.042332444339990616,T,4.223026275634766,0.015281797386705875,0.007926292717456818,0.994534432888031,0.003598905634135008,0.0018666639225557446,T,-0.022279180586338043,0.011478036642074585,0.009920811280608177,0.5100774765014648,0.262787401676178,0.2271350473165512,0.49791035056114197,0.2574138939380646,0.24467578530311584,True,True,True
valid,121128$_$0,1,0.0,-0.04344131052494049,T,3.552711248397827,-0.26906055212020874,-0.05167919397354126,0.9171953797340393,0.06946274638175964,0.013341899961233139,T,-0.04368365556001663,0.021755414083600044,-0.007545292377471924,0.5985344648361206,0.29808324575424194,0.10338231921195984,0.49454423785209656,0.23666195571422577,0.2687937915325165,True,True,True
valid,121128$_$5,2,1.4959527254104614,1.4959527254104614,T,5.537408828735352,0.542579174041748,0.3270547389984131,0.8642690777778625,0.0846848115324974,0.051046133041381836,T,0.5762680768966675,-0.010353593155741692,-0.03339759260416031,0.9294357895851135,0.016698824241757393,0.05386541038751602,0.4259786009788513,0.2636626362800598,0.31035876274108887,True,True,True
valid,125344$_$0,1,0.0,0.13041768968105316,T,2.371037244796753,0.009721137583255768,-0.0816391110420227,0.9628978967666626,0.003947834484279156,0.03315431997179985,T,-0.09802643954753876,0.046423956751823425,0.08011038601398468,0.4365251958370209,0.20673225820064545,0.3567425608634949,0.5167902112007141,0.2789360582828522,0.20427367091178894,True,True,True
valid,125676$_$0,1,0.0,0.23634323477745056,T,1.8613569736480713,-0.03768922761082649,-0.2729898691177368,0.8569640517234802,0.01735202595591545,0.12568384408950806,V,0.013272261247038841,0.01874792017042637,0.03193240240216255,0.2075328528881073,0.29315346479415894,0.49931374192237854,0.46836039423942566,0.28506284952163696,0.24657677114009857,True,True,True
valid,125676$_$4,2,1.241553783416748,1.241553783416748,T,5.126748561859131,0.5058481693267822,0.5511267781257629,0.8290714025497437,0.08180316537618637,0.0891253873705864,T,0.391072154045105,0.015155389904975891,0.01902986317873001,0.9196128249168396,0.03563815727829933,0.044749047607183456,0.45720943808555603,0.2807501554489136,0.2620404064655304,True,True,True
valid,128059$_$11,0,-1.2467546463012695,-1.2467546463012695,T,5.289591312408447,0.04263853281736374,0.09628242254257202,0.9744090437889099,0.007854552008211613,0.01773642934858799,T,-0.4834177494049072,0.03861135244369507,-0.012528900057077408,0.9043316841125488,0.07223042845726013,0.023437868803739548,0.4161810874938965,0.2749027907848358,0.3089161217212677,True,True,True
valid,128059$_$12,2,0.5423943996429443,0.5423943996429443,T,1.4788620471954346,0.26116126775741577,-0.0855848416686058,0.8100653886795044,0.14305438101291656,0.04688017815351486,T,0.13871005177497864,0.03771478682756424,-0.008609272539615631,0.7496458888053894,0.2038261443376541,0.046528033912181854,0.4278988540172577,0.26144659519195557,0.31065452098846436,True,True,True
valid,128059$_$2,0,-0.5732157230377197,-0.5732157230377197,T,1.9783638715744019,-0.013516608625650406,-0.010614894330501556,0.9879491925239563,0.006749881897121668,0.005300832912325859,T,-0.219121053814888,0.012374050915241241,-0.0016945366514846683,0.9396688938140869,0.05306432396173477,0.007266774773597717,0.4237547516822815,0.2773261070251465,0.298919141292572,True,True,True
valid,128059$_$7,1,0.0,-0.04124823212623596,T,3.1010608673095703,0.0052179619669914246,-0.02957678586244583,0.9889041781425476,0.001663967501372099,0.009431807324290276,V,-0.020248159766197205,0.013377556577324867,-0.02187175676226616,0.3648483455181122,0.24104803800582886,0.39410367608070374,0.46921971440315247,0.25597378611564636,0.27480652928352356,True,True,True
valid,128059$_$6,2,1.1778753995895386,1.1778753995895386,T,4.0602126121521,0.09708081185817719,-0.16767731308937073,0.9387838244438171,0.022446582093834877,0.03876958414912224,T,0.40996450185775757,-0.005106174387037754,-0.004950585775077343,0.9760565161705017,0.01215694285929203,0.011786512099206448,0.3820692300796509,0.299232542514801,0.3186982572078705,True,True,True
valid,128059$_$9,1,0.0,0.11607906222343445,T,0.9860132932662964,-0.16653397679328918,0.05022835731506348,0.8197816014289856,0.13845805823802948,0.04176037386059761,A,-0.009046221151947975,0.039478521794080734,-0.006712046451866627,0.16377165913581848,0.7147142887115479,0.12151405960321426,0.4372352957725525,0.2601303160190582,0.30263444781303406,True,True,True
valid,128763$_$12,1,0.0,0.12562163174152374,T,1.9345589876174927,0.039046697318553925,-0.28208374977111816,0.8576353788375854,0.017310315743088722,0.12505434453487396,V,-0.015295500867068768,-0.010097842663526535,0.05229963734745979,0.1968710720539093,0.12997110188007355,0.6731577515602112,0.4657692015171051,0.2921006381511688,0.2421301305294037,True,True,True
valid,128763$_$3,0,-2.061701774597168,-2.061701774597168,T,8.617984771728516,0.004168777726590633,0.18939827382564545,0.978032648563385,0.00047310374793596566,0.021494317799806595,T,-0.8397313356399536,0.0022245508152991533,-0.020180437713861465,0.9740121960639954,0.002580277156084776,0.023407477885484695,0.39320552349090576,0.29513677954673767,0.31165769696235657,True,True,True
valid,128763$_$2,1,0.0,0.005618872120976448,T,4.017317295074463,0.01290846150368452,-0.08178021013736725,0.9769725799560547,0.0031392124947160482,0.019888153299689293,V,0.035564348101615906,-0.011815840378403664,-0.03686762973666191,0.4221397340297699,0.1402510106563568,0.43760934472084045,0.47079089283943176,0.2647258937358856,0.2644832134246826,True,True,True
valid,128763$_$5,1,0.0,0.14550262689590454,T,0.821554958820343,0.02373082935810089,-0.05477196350693703,0.9127802848815918,0.026365896686911583,0.06085383519530296,T,0.06092327460646629,-0.00634116493165493,-0.02103523723781109,0.6899603605270386,0.07181413471698761,0.2382255345582962,0.4393971264362335,0.28181207180023193,0.27879080176353455,True,True,True
valid,128763$_$7,0,-0.6078935861587524,-0.6078935861587524,T,2.521986484527588,0.0063829259015619755,0.05125785246491432,0.9776553511619568,0.002474359702318907,0.019870255142450333,T,-0.2429063618183136,0.0030646976083517075,0.01937471143901348,0.915433406829834,0.011549827642738819,0.07301685214042664,0.42946749925613403,0.28114622831344604,0.2893863320350647,True,True,True
valid,128763$_$8,0,-0.8176262378692627,-0.8176262378692627,T,2.81231689453125,0.005323899909853935,0.1345854550600052,0.9526088833808899,0.0018033509841188788,0.04558778554201126,T,-0.25454893708229065,-0.026141222566366196,-0.01390982884913683,0.8640493750572205,0.08873463422060013,0.047215986996889114,0.41398242115974426,0.2931683361530304,0.29284921288490295,True,True,True
valid,130456$_$11,2,1.0816447734832764,1.0816447734832764,T,3.4748897552490234,0.09836294502019882,0.156515970826149,0.9316635727882385,0.0263723973184824,0.04196398705244064,T,0.35988035798072815,0.01636025868356228,-0.013716695830225945,0.9228711724281311,0.04195397347211838,0.035174865275621414,0.40003156661987305,0.29900696873664856,0.3009614646434784,True,True,True
valid,130456$_$3,0,-0.7954492568969727,-0.7954492568969727,T,3.4449751377105713,-0.036231622099876404,0.054233357310295105,0.9744120240211487,0.010248122736811638,0.015339917503297329,T,-0.34021618962287903,0.022104181349277496,0.031480416655540466,0.8639296889305115,0.056130360811948776,0.07993995398283005,0.43115881085395813,0.29113155603408813,0.2777096927165985,True,True,True
valid,130456$_$5,0,-0.4026834964752197,-0.4026834964752197,T,2.9932703971862793,-0.08714671432971954,-0.034803714603185654,0.9608533978462219,0.027974490076303482,0.011172150261700153,T,-0.1629784107208252,-0.001429541502147913,0.01437307521700859,0.9116090536117554,0.007996046915650368,0.08039485663175583,0.4160955846309662,0.28721877932548523,0.2966856360435486,True,True,True
valid,130456$_$4,1,0.0,-0.02264167182147503,T,3.2267343997955322,0.052624452859163284,-0.03610541671514511,0.9732375741004944,0.015872422605752945,0.01089000329375267,T,-0.05327892303466797,0.013863087631762028,0.016876380890607834,0.63413405418396,0.16500063240528107,0.20086531341075897,0.4705209732055664,0.26466676592826843,0.26481229066848755,True,True,True
valid,130456$_$7,0,-1.4179004430770874,-1.4179004430770874,T,7.300666809082031,-0.17387738823890686,0.3319331407546997,0.9352063536643982,0.022273477166891098,0.04252022132277489,T,-0.569231390953064,0.04713721200823784,-0.006353762000799179,0.9141014814376831,0.07569539546966553,0.01020320225507021,0.4073752760887146,0.2918631434440613,0.30076152086257935,True,True,True
valid,130456$_$6,0,-0.1594673991203308,-0.1594673991203308,T,-0.1247713565826416,-0.030898094177246094,0.009000160731375217,0.7577072381973267,0.18763688206672668,0.05465586856007576,T,-0.09318900108337402,0.022794684395194054,0.002196266083046794,0.7885347604751587,0.19288113713264465,0.018584083765745163,0.45126378536224365,0.2680708169937134,0.28066539764404297,True,True,True
valid,188343$_$13,2,0.35531800985336304,0.35531800985336304,T,0.34424686431884766,0.22849968075752258,0.1060936450958252,0.5071103572845459,0.3366030752658844,0.15628664195537567,T,0.13528293371200562,-0.012757864780724049,-0.01851930469274521,0.8122168779373169,0.07659615576267242,0.1111869141459465,0.44649314880371094,0.2642948031425476,0.28921201825141907,True,True,True
valid,188343$_$12,0,-2.265819787979126,-2.265819787979126,T,10.024532318115234,0.034888677299022675,0.007198043167591095,0.9958192110061646,0.00346577912569046,0.0007150407764129341,T,-1.0086588859558105,0.002293963450938463,0.006254042498767376,0.9915965795516968,0.0022551591973751783,0.006148250307887793,0.4213566780090332,0.28697219491004944,0.29167115688323975,True,True,True
valid,188343$_$5,1,0.0,-0.0922078788280487,T,1.465267539024353,-0.031040776520967484,0.0010680034756660461,0.9785566329956055,0.02073010988533497,0.0007132499013096094,T,-0.07672126591205597,0.02675754949450493,0.004225979559123516,0.7123291492462158,0.2484341561794281,0.03923668712377548,0.5073993802070618,0.2313968986272812,0.26120373606681824,True,True,True
valid,188343$_$9,2,0.45699378848075867,0.45699378848075867,A,0.36254096031188965,0.37508201599121094,0.10366517305374146,0.4309355318546295,0.4458425045013428,0.12322195619344711,T,0.1447853446006775,0.002145026810467243,-0.008396224118769169,0.9321349859237671,0.01380978524684906,0.054055292159318924,0.46668171882629395,0.2411241978406906,0.29219403862953186,True,True,True
valid,188343$_$8,0,-1.5611591339111328,-1.5611591339111328,T,7.342820167541504,-0.010175976902246475,-0.007057741284370422,0.9976584911346436,0.001382595393806696,0.0009589252294972539,T,-0.6062092781066895,0.017100881785154343,-0.0027531881351023912,0.968287467956543,0.027314938604831696,0.004397619049996138,0.42598503828048706,0.26842111349105835,0.3055938482284546,True,True,True
valid,1HK7Nea0PFo$_$1,1,0.0,0.034843429923057556,T,1.7120712995529175,0.004790049046278,-0.13503116369247437,0.9244982004165649,0.0025865696370601654,0.0729152262210846,T,-0.04341953992843628,0.016835059970617294,0.023207392543554306,0.520231306552887,0.2017093002796173,0.2780594229698181,0.4872249364852905,0.2880057096481323,0.22476930916309357,True,True,True
valid,216097$_$1,0,-0.7819211483001709,-0.7819211483001709,T,3.8854494094848633,-0.03228232264518738,0.21864593029022217,0.9393361806869507,0.007804490625858307,0.05285927280783653,T,-0.29177552461624146,0.0070835137739777565,0.0029045389965176582,0.9669011235237122,0.023473720997571945,0.009625214152038097,0.4234110414981842,0.3003993332386017,0.2761895954608917,True,True,True
valid,216097$_$2,1,0.0,-0.11047869920730591,T,3.7035775184631348,0.0099381934851408,-0.09902721643447876,0.9714192152023315,0.0026067099533975124,0.025974059477448463,T,-0.04007633402943611,-0.015445152297616005,0.003686506999656558,0.6768736839294434,0.2608626186847687,0.062263671308755875,0.49024203419685364,0.26951122283935547,0.2402467429637909,True,True,True
valid,216097$_$5,2,0.3527819514274597,0.3527819514274597,V,-0.06856870651245117,0.08197028934955597,0.31547680497169495,0.14713814854621887,0.17589594423770905,0.6769658923149109,T,0.07877277582883835,0.008978953585028648,0.01539674587547779,0.7636833786964417,0.08704882860183716,0.1492677927017212,0.4573785960674286,0.28488847613334656,0.25773289799690247,True,True,True
valid,216097$_$4,0,-0.6083717942237854,-0.6083717942237854,T,1.909578561782837,-0.06672866642475128,0.20908918976783752,0.873790442943573,0.030533894896507263,0.09567563235759735,T,-0.2188689112663269,-0.008230614475905895,0.006466318387538195,0.9370758533477783,0.035238947719335556,0.02768520638346672,0.4445783197879791,0.2966376841068268,0.2587840259075165,True,True,True
valid,216097$_$7,2,1.1192119121551514,1.1192119121551514,T,4.701863765716553,0.055844224989414215,0.4340088963508606,0.9056471586227417,0.010756407864391804,0.08359640836715698,T,0.37270522117614746,-0.019366705790162086,0.023654958233237267,0.8965145945549011,0.046585164964199066,0.056900233030319214,0.4064750671386719,0.3213292956352234,0.27219563722610474,True,True,True
valid,216097$_$8,0,-1.8964691162109375,-1.8964691162109375,T,8.19236946105957,-0.026458244770765305,0.16200761497020721,0.9775123596191406,0.003156994003802538,0.019330725073814392,T,-0.7556266784667969,-0.012763597071170807,0.008398490026593208,0.9727569818496704,0.016431232914328575,0.01081180665642023,0.4037521183490753,0.3117274045944214,0.28452053666114807,True,True,True
valid,223431$_$11,0,-0.5078685879707336,-0.5078685879707336,T,2.407104253768921,0.010798853822052479,0.007360335439443588,0.9925125241279602,0.004452651832252741,0.0030348601285368204,T,-0.22131934762001038,0.036736439913511276,-0.001344317221082747,0.8531968593597412,0.14162075519561768,0.005182408262044191,0.43367090821266174,0.2620924115180969,0.30423665046691895,True,True,True
valid,223431$_$10,2,0.2777995467185974,0.2777995467185974,A,-0.067832350730896,0.08644898235797882,0.03943651542067528,0.3501605689525604,0.44626232981681824,0.20357708632946014,T,0.08633323013782501,0.0008082989370450377,-0.009267729707062244,0.8954868912696838,0.0083840386942029,0.09612903743982315,0.4317495822906494,0.2786232531070709,0.28962716460227966,True,True,True
valid,223431$_$13,0,-1.409751534461975,-1.409751534461975,T,7.2446465492248535,-0.02158045768737793,0.0013537853956222534,0.9968443512916565,0.0029694142285734415,0.00018627732060849667,T,-0.6214908361434937,0.07738600671291351,0.01914878748357296,0.8655552268028259,0.10777610540390015,0.026668667793273926,0.41656628251075745,0.2605929672718048,0.32284072041511536,True,True,True
valid,223431$_$0,2,0.5794872045516968,0.5794872045516968,T,0.8596397638320923,0.24117466807365417,-0.1386909782886505,0.6935344934463501,0.194573312997818,0.11189219355583191,T,0.1266707479953766,0.09890594333410263,-0.04494873434305191,0.4682397246360779,0.3656068444252014,0.1661534607410431,0.43606945872306824,0.24975405633449554,0.3141764998435974,True,True,True
valid,223431$_$5,0,-0.4186771512031555,-0.4186771512031555,T,0.6342407464981079,0.0023759575560688972,0.010168198496103287,0.9806053638458252,0.00367348943836987,0.015721144154667854,T,-0.19089768826961517,0.055152080953121185,-0.01972230151295662,0.7182759642601013,0.20751646161079407,0.07420757412910461,0.4451594054698944,0.2559162676334381,0.29892438650131226,True,True,True
valid,225770$_$3,1,0.0,0.2494683563709259,T,1.3142385482788086,-0.4020591974258423,-0.08311610668897629,0.7303704023361206,0.22343899309635162,0.04619065672159195,A,0.03916218504309654,0.05325029045343399,-0.024055980145931244,0.33624714612960815,0.4572078585624695,0.20654502511024475,0.4845924377441406,0.21962156891822815,0.29578593373298645,True,True,True
valid,225770$_$5,1,0.0,0.006239099428057671,T,3.0967845916748047,-0.03213303163647652,0.0736805647611618,0.9669600129127502,0.010033425875008106,0.023006495088338852,A,-0.04039682820439339,0.042700741440057755,-0.015216292813420296,0.41089656949043274,0.43433085083961487,0.15477260947227478,0.49290212988853455,0.21171186864376068,0.29538604617118835,True,True,True
valid,225770$_$4,1,0.0,0.193912535905838,T,1.1084039211273193,-0.27862241864204407,0.21505258977413177,0.6918535232543945,0.17391304671764374,0.13423345983028412,A,0.034707315266132355,0.04013539105653763,-0.025107044726610184,0.3472476601600647,0.40155571699142456,0.2511966824531555,0.46463295817375183,0.2369624525308609,0.2984045743942261,True,True,True
