sample,array,shape,exact,max_abs,max_scaled
-3g5yACwYnA__2,vision_time,"(93,)",True,0.0,0.0
-3g5yACwYnA__2,vision_cells,"(93, 2)",True,0.0,0.0
-3g5yACwYnA__2,vision_frame_index,"(93,)",True,0.0,0.0
-3g5yACwYnA__2,vision_bbox,"(93, 4)",True,0.0,0.0
-3g5yACwYnA__2,recovery_route,"(93,)",True,0.0,0.0
-3g5yACwYnA__2,alignment_supported,"(14,)",True,0.0,0.0
-3g5yACwYnA__2,ctc_cells,"(461, 2)",True,0.0,0.0
-3g5yACwYnA__2,word_time_membership,"(14, 461)",True,0.0,0.0
-3g5yACwYnA__2,word_start_quantiles,"(14, 3)",True,0.0,0.0
-3g5yACwYnA__2,word_end_quantiles,"(14, 3)",True,0.0,0.0
-3g5yACwYnA__2,word_audio,"(14, 97)",True,0.0,0.0
-3g5yACwYnA__2,word_audio_dim_mask,"(14, 97)",True,0.0,0.0
-3g5yACwYnA__2,word_audio_effective_seconds,"(14,)",True,0.0,0.0
-3g5yACwYnA__2,word_voiced_effective_seconds,"(14,)",True,0.0,0.0
-3g5yACwYnA__2,word_expression,"(14, 52)",True,0.0,0.0
-3g5yACwYnA__2,word_expression_mask,"(14,)",True,0.0,0.0
-3g5yACwYnA__2,word_scene,"(14, 512)",True,0.0,0.0
-3g5yACwYnA__2,word_scene_mask,"(14,)",True,0.0,0.0
-3g5yACwYnA__2,ctc_word_score,"(14,)",True,0.0,0.0
-3g5yACwYnA__2,asr_exact_match,"(14,)",True,0.0,0.0
-3g5yACwYnA__2,asr_time_gap_s,"(14,)",True,0.0,0.0
-3g5yACwYnA__2,asr_word_probability,"(14,)",True,0.0,0.0
-3g5yACwYnA__3,text,"(29, 768)",True,0.0,0.0
-3g5yACwYnA__3,text_mask,"(29,)",True,0.0,0.0
-3g5yACwYnA__3,audio_native,"(717, 47)",True,0.0,0.0
-3g5yACwYnA__3,audio_time,"(717,)",True,0.0,0.0
-3g5yACwYnA__3,audio_cells,"(717, 2)",True,0.0,0.0
-3g5yACwYnA__3,audio_voiced,"(717,)",True,0.0,0.0
-3g5yACwYnA__3,bert_token_ids,"(42,)",True,0.0,0.0
-3g5yACwYnA__3,bert_word_membership,"(29, 42)",True,0.0,0.0
-3g5yACwYnA__3,bert_char_offsets,"(42, 2)",True,0.0,0.0
-3g5yACwYnA__3,scene_native,"(144, 512)",True,0.0,0.0
-3g5yACwYnA__3,expression_native,"(144, 52)",True,0.0,0.0
-3g5yACwYnA__3,expression_valid,"(144,)",True,0.0,0.0
-3g5yACwYnA__3,vision_time,"(144,)",True,0.0,0.0
-3g5yACwYnA__3,vision_cells,"(144, 2)",True,0.0,0.0
-3g5yACwYnA__3,vision_frame_index,"(144,)",True,0.0,0.0
-3g5yACwYnA__3,vision_bbox,"(144, 4)",True,0.0,0.0
-3g5yACwYnA__3,recovery_route,"(144,)",True,0.0,0.0
-3g5yACwYnA__3,alignment_supported,"(29,)",True,0.0,0.0
-3g5yACwYnA__3,ctc_cells,"(716, 2)",True,0.0,0.0
-3g5yACwYnA__3,word_time_membership,"(29, 716)",True,0.0,0.0
-3g5yACwYnA__3,word_start_quantiles,"(29, 3)",True,0.0,0.0
-3g5yACwYnA__3,word_end_quantiles,"(29, 3)",True,0.0,0.0
-3g5yACwYnA__3,word_audio,"(29, 97)",True,0.0,0.0
-3g5yACwYnA__3,word_audio_dim_mask,"(29, 97)",True,0.0,0.0
-3g5yACwYnA__3,word_audio_effective_seconds,"(29,)",True,0.0,0.0
-3g5yACwYnA__3,word_voiced_effective_seconds,"(29,)",True,0.0,0.0
-3g5yACwYnA__3,word_expression,"(29, 52)",True,0.0,0.0
-3g5yACwYnA__3,word_expression_mask,"(29,)",True,0.0,0.0
-3g5yACwYnA__3,word_scene,"(29, 512)",True,0.0,0.0
-3g5yACwYnA__3,word_scene_mask,"(29,)",True,0.0,0.0
-3g5yACwYnA__3,ctc_word_score,"(29,)",True,0.0,0.0
-3g5yACwYnA__3,asr_exact_match,"(29,)",True,0.0,0.0
-3g5yACwYnA__3,asr_time_gap_s,"(29,)",True,0.0,0.0
-3g5yACwYnA__3,asr_word_probability,"(29,)",True,0.0,0.0
-3g5yACwYnA__9,text,"(23, 768)",True,0.0,0.0
-3g5yACwYnA__9,text_mask,"(23,)",True,0.0,0.0
-3g5yACwYnA__9,audio_native,"(435, 47)",True,0.0,0.0
-3g5yACwYnA__9,audio_time,"(435,)",True,0.0,0.0
-3g5yACwYnA__9,audio_cells,"(435, 2)",True,0.0,0.0
-3g5yACwYnA__9,audio_voiced,"(435,)",True,0.0,0.0
-3g5yACwYnA__9,bert_token_ids,"(30,)",True,0.0,0.0
-3g5yACwYnA__9,bert_word_membership,"(23, 30)",True,0.0,0.0
-3g5yACwYnA__9,bert_char_offsets,"(30, 2)",True,0.0,0.0
-3g5yACwYnA__9,scene_native,"(88, 512)",True,0.0,0.0
-3g5yACwYnA__9,expression_native,"(88, 52)",True,0.0,0.0
-3g5yACwYnA__9,expression_valid,"(88,)",True,0.0,0.0
-3g5yACwYnA__9,vision_time,"(88,)",True,0.0,0.0
-3g5yACwYnA__9,vision_cells,"(88, 2)",True,0.0,0.0
-3g5yACwYnA__9,vision_frame_index,"(88,)",True,0.0,0.0
-3g5yACwYnA__9,vision_bbox,"(88, 4)",True,0.0,0.0
-3g5yACwYnA__9,recovery_route,"(88,)",True,0.0,0.0
-3g5yACwYnA__9,alignment_supported,"(23,)",True,0.0,0.0
-3g5yACwYnA__9,ctc_cells,"(434, 2)",True,0.0,0.0
-3g5yACwYnA__9,word_time_membership,"(23, 434)",True,0.0,0.0
-3g5yACwYnA__9,word_start_quantiles,"(23, 3)",True,0.0,0.0
-3g5yACwYnA__9,word_end_quantiles,"(23, 3)",True,0.0,0.0
-3g5yACwYnA__9,word_audio,"(23, 97)",True,0.0,0.0
-3g5yACwYnA__9,word_audio_dim_mask,"(23, 97)",True,0.0,0.0
-3g5yACwYnA__9,word_audio_effective_seconds,"(23,)",True,0.0,0.0
-3g5yACwYnA__9,word_voiced_effective_seconds,"(23,)",True,0.0,0.0
-3g5yACwYnA__9,word_expression,"(23, 52)",True,0.0,0.0
-3g5yACwYnA__9,word_expression_mask,"(23,)",True,0.0,0.0
-3g5yACwYnA__9,word_scene,"(23, 512)",True,0.0,0.0
-3g5yACwYnA__9,word_scene_mask,"(23,)",True,0.0,0.0
-3g5yACwYnA__9,ctc_word_score,"(23,)",True,0.0,0.0
-3g5yACwYnA__9,asr_exact_match,"(23,)",True,0.0,0.0
-3g5yACwYnA__9,asr_time_gap_s,"(23,)",True,0.0,0.0
-3g5yACwYnA__9,asr_word_probability,"(23,)",True,0.0,0.0
-3nNcZdcdvU__5,text,"(18, 768)",True,0.0,0.0
-3nNcZdcdvU__5,text_mask,"(18,)",True,0.0,0.0
-3nNcZdcdvU__5,audio_native,"(390, 47)",True,0.0,0.0
-3nNcZdcdvU__5,audio_time,"(390,)",True,0.0,0.0
-3nNcZdcdvU__5,audio_cells,"(390, 2)",True,0.0,0.0
-3nNcZdcdvU__5,audio_voiced,"(390,)",True,0.0,0.0
-3nNcZdcdvU__5,bert_token_ids,"(24,)",True,0.0,0.0
-3nNcZdcdvU__5,bert_word_membership,"(18, 24)",True,0.0,0.0
-3nNcZdcdvU__5,bert_char_offsets,"(24, 2)",True,0.0,0.0
-3nNcZdcdvU__5,scene_native,"(79, 512)",True,0.0,0.0
-3nNcZdcdvU__5,expression_native,"(79, 52)",True,0.0,0.0
-3nNcZdcdvU__5,expression_valid,"(79,)",True,0.0,0.0
-3nNcZdcdvU__5,vision_time,"(79,)",True,0.0,0.0
-3nNcZdcdvU__5,vision_cells,"(79, 2)",True,0.0,0.0
-3nNcZdcdvU__5,vision_frame_index,"(79,)",True,0.0,0.0
-3nNcZdcdvU__5,vision_bbox,"(79, 4)",True,0.0,0.0
-3nNcZdcdvU__5,recovery_route,"(79,)",True,0.0,0.0
-3nNcZdcdvU__5,alignment_supported,"(18,)",True,0.0,0.0
-3nNcZdcdvU__5,ctc_cells,"(389, 2)",True,0.0,0.0
-3nNcZdcdvU__5,word_time_membership,"(18, 389)",True,0.0,0.0
-3nNcZdcdvU__5,word_start_quantiles,"(18, 3)",True,0.0,0.0
-3nNcZdcdvU__5,word_end_quantiles,"(18, 3)",True,0.0,0.0
-3nNcZdcdvU__5,word_audio,"(18, 97)",True,0.0,0.0
-3nNcZdcdvU__5,word_audio_dim_mask,"(18, 97)",True,0.0,0.0
-3nNcZdcdvU__5,word_audio_effective_seconds,"(18,)",True,0.0,0.0
-3nNcZdcdvU__5,word_voiced_effective_seconds,"(18,)",True,0.0,0.0
-3nNcZdcdvU__5,word_expression,"(18, 52)",True,0.0,0.0
-3nNcZdcdvU__5,word_expression_mask,"(18,)",True,0.0,0.0
-3nNcZdcdvU__5,word_scene,"(18, 512)",True,0.0,0.0
-3nNcZdcdvU__5,word_scene_mask,"(18,)",True,0.0,0.0
-3nNcZdcdvU__5,ctc_word_score,"(18,)",True,0.0,0.0
-3nNcZdcdvU__5,asr_exact_match,"(18,)",True,0.0,0.0
-3nNcZdcdvU__5,asr_time_gap_s,"(18,)",True,0.0,0.0
-3nNcZdcdvU__5,asr_word_probability,"(18,)",True,0.0,0.0
-571d8cVauQ__0,text,"(12, 768)",True,0.0,0.0
-571d8cVauQ__0,text_mask,"(12,)",True,0.0,0.0
-571d8cVauQ__0,audio_native,"(250, 47)",True,0.0,0.0
-571d8cVauQ__0,audio_time,"(250,)",True,0.0,0.0
-571d8cVauQ__0,audio_cells,"(250, 2)",True,0.0,0.0
-571d8cVauQ__0,audio_voiced,"(250,)",True,0.0,0.0
-571d8cVauQ__0,bert_token_ids,"(18,)",True,0.0,0.0
-571d8cVauQ__0,bert_word_membership,"(12, 18)",True,0.0,0.0
-571d8cVauQ__0,bert_char_offsets,"(18, 2)",True,0.0,0.0
-571d8cVauQ__0,scene_native,"(52, 512)",True,0.0,0.0
-571d8cVauQ__0,expression_native,"(52, 52)",True,0.0,0.0
-571d8cVauQ__0,expression_valid,"(52,)",True,0.0,0.0
-571d8cVauQ__0,vision_time,"(52,)",True,0.0,0.0
-571d8cVauQ__0,vision_cells,"(52, 2)",True,0.0,0.0
-571d8cVauQ__0,vision_frame_index,"(52,)",True,0.0,0.0
-571d8cVauQ__0,vision_bbox,"(52, 4)",True,0.0,0.0
-571d8cVauQ__0,recovery_route,"(52,)",True,0.0,0.0
-571d8cVauQ__0,alignment_supported,"(12,)",True,0.0,0.0
-571d8cVauQ__0,ctc_cells,"(249, 2)",True,0.0,0.0
-571d8cVauQ__0,word_time_membership,"(12, 249)",True,0.0,0.0
-571d8cVauQ__0,word_start_quantiles,"(12, 3)",True,0.0,0.0
-571d8cVauQ__0,word_end_quantiles,"(12, 3)",True,0.0,0.0
-571d8cVauQ__0,word_audio,"(12, 97)",True,0.0,0.0
-571d8cVauQ__0,word_audio_dim_mask,"(12, 97)",True,0.0,0.0
-571d8cVauQ__0,word_audio_effective_seconds,"(12,)",True,0.0,0.0
-571d8cVauQ__0,word_voiced_effective_seconds,"(12,)",True,0.0,0.0
-571d8cVauQ__0,word_expression,"(12, 52)",True,0.0,0.0
-571d8cVauQ__0,word_expression_mask,"(12,)",True,0.0,0.0
-571d8cVauQ__0,word_scene,"(12, 512)",True,0.0,0.0
-571d8cVauQ__0,word_scene_mask,"(12,)",True,0.0,0.0
-571d8cVauQ__0,ctc_word_score,"(12,)",True,0.0,0.0
-571d8cVauQ__0,asr_exact_match,"(12,)",True,0.0,0.0
-571d8cVauQ__0,asr_time_gap_s,"(12,)",True,0.0,0.0
-571d8cVauQ__0,asr_word_probability,"(12,)",True,0.0,0.0
-571d8cVauQ__5,text,"(43, 768)",True,0.0,0.0
-571d8cVauQ__5,text_mask,"(43,)",True,0.0,0.0
-571d8cVauQ__5,audio_native,"(756, 47)",True,0.0,0.0
-571d8cVauQ__5,audio_time,"(756,)",True,0.0,0.0
-571d8cVauQ__5,audio_cells,"(756, 2)",True,0.0,0.0
-571d8cVauQ__5,audio_voiced,"(756,)",True,0.0,0.0
-571d8cVauQ__5,bert_token_ids,"(54,)",True,0.0,0.0
-571d8cVauQ__5,bert_word_membership,"(43, 54)",True,0.0,0.0
-571d8cVauQ__5,bert_char_offsets,"(54, 2)",True,0.0,0.0
-571d8cVauQ__5,scene_native,"(152, 512)",True,0.0,0.0
-571d8cVauQ__5,expression_native,"(152, 52)",True,0.0,0.0
-571d8cVauQ__5,expression_valid,"(152,)",True,0.0,0.0
-571d8cVauQ__5,vision_time,"(152,)",True,0.0,0.0
-571d8cVauQ__5,vision_cells,"(152, 2)",True,0.0,0.0
-571d8cVauQ__5,vision_frame_index,"(152,)",True,0.0,0.0
-571d8cVauQ__5,vision_bbox,"(152, 4)",True,0.0,0.0
-571d8cVauQ__5,recovery_route,"(152,)",True,0.0,0.0
-571d8cVauQ__5,alignment_supported,"(43,)",True,0.0,0.0
-571d8cVauQ__5,ctc_cells,"(755, 2)",True,0.0,0.0
-571d8cVauQ__5,word_time_membership,"(43, 755)",True,0.0,0.0
-571d8cVauQ__5,word_start_quantiles,"(43, 3)",True,0.0,0.0
-571d8cVauQ__5,word_end_quantiles,"(43, 3)",True,0.0,0.0
-571d8cVauQ__5,word_audio,"(43, 97)",True,0.0,0.0
-571d8cVauQ__5,word_audio_dim_mask,"(43, 97)",True,0.0,0.0
-571d8cVauQ__5,word_audio_effective_seconds,"(43,)",True,0.0,0.0
-571d8cVauQ__5,word_voiced_effective_seconds,"(43,)",True,0.0,0.0
-571d8cVauQ__5,word_expression,"(43, 52)",True,0.0,0.0
-571d8cVauQ__5,word_expression_mask,"(43,)",True,0.0,0.0
-571d8cVauQ__5,word_scene,"(43, 512)",True,0.0,0.0
-571d8cVauQ__5,word_scene_mask,"(43,)",True,0.0,0.0
-571d8cVauQ__5,ctc_word_score,"(43,)",True,0.0,0.0
-571d8cVauQ__5,asr_exact_match,"(43,)",True,0.0,0.0
-571d8cVauQ__5,asr_time_gap_s,"(43,)",True,0.0,0.0
-571d8cVauQ__5,asr_word_probability,"(43,)",True,0.0,0.0
-6rXp3zJ3kc__8,text,"(34, 768)",True,0.0,0.0
-6rXp3zJ3kc__8,text_mask,"(34,)",True,0.0,0.0
-6rXp3zJ3kc__8,audio_native,"(637, 47)",True,0.0,0.0
-6rXp3zJ3kc__8,audio_time,"(637,)",True,0.0,0.0
-6rXp3zJ3kc__8,audio_cells,"(637, 2)",True,0.0,0.0
-6rXp3zJ3kc__8,audio_voiced,"(637,)",True,0.0,0.0
-6rXp3zJ3kc__8,bert_token_ids,"(40,)",True,0.0,0.0
-6rXp3zJ3kc__8,bert_word_membership,"(34, 40)",True,0.0,0.0
-6rXp3zJ3kc__8,bert_char_offsets,"(40, 2)",True,0.0,0.0
-6rXp3zJ3kc__8,scene_native,"(128, 512)",True,0.0,0.0
-6rXp3zJ3kc__8,expression_native,"(128, 52)",True,0.0,0.0
-6rXp3zJ3kc__8,expression_valid,"(128,)",True,0.0,0.0
-6rXp3zJ3kc__8,vision_time,"(128,)",True,0.0,0.0
-6rXp3zJ3kc__8,vision_cells,"(128, 2)",True,0.0,0.0
-6rXp3zJ3kc__8,vision_frame_index,"(128,)",True,0.0,0.0
-6rXp3zJ3kc__8,vision_bbox,"(128, 4)",True,0.0,0.0
-6rXp3zJ3kc__8,recovery_route,"(128,)",True,0.0,0.0
-6rXp3zJ3kc__8,alignment_supported,"(34,)",True,0.0,0.0
-6rXp3zJ3kc__8,ctc_cells,"(636, 2)",True,0.0,0.0
-6rXp3zJ3kc__8,word_time_membership,"(34, 636)",True,0.0,0.0
-6rXp3zJ3kc__8,word_start_quantiles,"(34, 3)",True,0.0,0.0
-6rXp3zJ3kc__8,word_end_quantiles,"(34, 3)",True,0.0,0.0
-6rXp3zJ3kc__8,word_audio,"(34, 97)",True,0.0,0.0
-6rXp3zJ3kc__8,word_audio_dim_mask,"(34, 97)",True,0.0,0.0
-6rXp3zJ3kc__8,word_audio_effective_seconds,"(34,)",True,0.0,0.0
-6rXp3zJ3kc__8,word_voiced_effective_seconds,"(34,)",True,0.0,0.0
-6rXp3zJ3kc__8,word_expression,"(34, 52)",True,0.0,0.0
-6rXp3zJ3kc__8,word_expression_mask,"(34,)",True,0.0,0.0
-6rXp3zJ3kc__8,word_scene,"(34, 512)",True,0.0,0.0
-6rXp3zJ3kc__8,word_scene_mask,"(34,)",True,0.0,0.0
-6rXp3zJ3kc__8,ctc_word_score,"(34,)",True,0.0,0.0
-6rXp3zJ3kc__8,asr_exact_match,"(34,)",True,0.0,0.0
-6rXp3zJ3kc__8,asr_time_gap_s,"(34,)",True,0.0,0.0
-6rXp3zJ3kc__8,asr_word_probability,"(34,)",True,0.0,0.0
-9y-fZ3swSY__0,text,"(22, 768)",True,0.0,0.0
-9y-fZ3swSY__0,text_mask,"(22,)",True,0.0,0.0
-9y-fZ3swSY__0,audio_native,"(338, 47)",True,0.0,0.0
-9y-fZ3swSY__0,audio_time,"(338,)",True,0.0,0.0
-9y-fZ3swSY__0,audio_cells,"(338, 2)",True,0.0,0.0
-9y-fZ3swSY__0,audio_voiced,"(338,)",True,0.0,0.0
-9y-fZ3swSY__0,bert_token_ids,"(30,)",True,0.0,0.0
-9y-fZ3swSY__0,bert_word_membership,"(22, 30)",True,0.0,0.0
-9y-fZ3swSY__0,bert_char_offsets,"(30, 2)",True,0.0,0.0
-9y-fZ3swSY__0,scene_native,"(69, 512)",True,0.0,0.0
-9y-fZ3swSY__0,expression_native,"(69, 52)",True,0.0,0.0
-9y-fZ3swSY__0,expression_valid,"(69,)",True,0.0,0.0
-9y-fZ3swSY__0,vision_time,"(69,)",True,0.0,0.0
-9y-fZ3swSY__0,vision_cells,"(69, 2)",True,0.0,0.0
-9y-fZ3swSY__0,vision_frame_index,"(69,)",True,0.0,0.0
-9y-fZ3swSY__0,vision_bbox,"(69, 4)",True,0.0,0.0
-9y-fZ3swSY__0,recovery_route,"(69,)",True,0.0,0.0
-9y-fZ3swSY__0,alignment_supported,"(22,)",True,0.0,0.0
-9y-fZ3swSY__0,ctc_cells,"(337, 2)",True,0.0,0.0
-9y-fZ3swSY__0,word_time_membership,"(22, 337)",True,0.0,0.0
-9y-fZ3swSY__0,word_start_quantiles,"(22, 3)",True,0.0,0.0
-9y-fZ3swSY__0,word_end_quantiles,"(22, 3)",True,0.0,0.0
-9y-fZ3swSY__0,word_audio,"(22, 97)",True,0.0,0.0
-9y-fZ3swSY__0,word_audio_dim_mask,"(22, 97)",True,0.0,0.0
-9y-fZ3swSY__0,word_audio_effective_seconds,"(22,)",True,0.0,0.0
-9y-fZ3swSY__0,word_voiced_effective_seconds,"(22,)",True,0.0,0.0
-9y-fZ3swSY__0,word_expression,"(22, 52)",True,0.0,0.0
-9y-fZ3swSY__0,word_expression_mask,"(22,)",True,0.0,0.0
-9y-fZ3swSY__0,word_scene,"(22, 512)",True,0.0,0.0
-9y-fZ3swSY__0,word_scene_mask,"(22,)",True,0.0,0.0
-9y-fZ3swSY__0,ctc_word_score,"(22,)",True,0.0,0.0
-9y-fZ3swSY__0,asr_exact_match,"(22,)",True,0.0,0.0
-9y-fZ3swSY__0,asr_time_gap_s,"(22,)",True,0.0,0.0
-9y-fZ3swSY__0,asr_word_probability,"(22,)",True,0.0,0.0
-9y-fZ3swSY__4,text,"(11, 768)",True,0.0,0.0
-9y-fZ3swSY__4,text_mask,"(11,)",True,0.0,0.0
-9y-fZ3swSY__4,audio_native,"(134, 47)",True,0.0,0.0
-9y-fZ3swSY__4,audio_time,"(134,)",True,0.0,0.0
-9y-fZ3swSY__4,audio_cells,"(134, 2)",True,0.0,0.0
-9y-fZ3swSY__4,audio_voiced,"(134,)",True,0.0,0.0
-9y-fZ3swSY__4,bert_token_ids,"(13,)",True,0.0,0.0
-9y-fZ3swSY__4,bert_word_membership,"(11, 13)",True,0.0,0.0
-9y-fZ3swSY__4,bert_char_offsets,"(13, 2)",True,0.0,0.0
-9y-fZ3swSY__4,scene_native,"(28, 512)",True,0.0,0.0
-9y-fZ3swSY__4,expression_native,"(28, 52)",True,0.0,0.0
-9y-fZ3swSY__4,expression_valid,"(28,)",True,0.0,0.0
-9y-fZ3swSY__4,vision_time,"(28,)",True,0.0,0.0
-9y-fZ3swSY__4,vision_cells,"(28, 2)",True,0.0,0.0
-9y-fZ3swSY__4,vision_frame_index,"(28,)",True,0.0,0.0
-9y-fZ3swSY__4,vision_bbox,"(28, 4)",True,0.0,0.0
-9y-fZ3swSY__4,recovery_route,"(28,)",True,0.0,0.0
-9y-fZ3swSY__4,alignment_supported,"(11,)",True,0.0,0.0
-9y-fZ3swSY__4,ctc_cells,"(132, 2)",True,0.0,0.0
-9y-fZ3swSY__4,word_time_membership,"(11, 132)",True,0.0,0.0
-9y-fZ3swSY__4,word_start_quantiles,"(11, 3)",True,0.0,0.0
-9y-fZ3swSY__4,word_end_quantiles,"(11, 3)",True,0.0,0.0
-9y-fZ3swSY__4,word_audio,"(11, 97)",True,0.0,0.0
-9y-fZ3swSY__4,word_audio_dim_mask,"(11, 97)",True,0.0,0.0
-9y-fZ3swSY__4,word_audio_effective_seconds,"(11,)",True,0.0,0.0
-9y-fZ3swSY__4,word_voiced_effective_seconds,"(11,)",True,0.0,0.0
-9y-fZ3swSY__4,word_expression,"(11, 52)",True,0.0,0.0
-9y-fZ3swSY__4,word_expression_mask,"(11,)",True,0.0,0.0
-9y-fZ3swSY__4,word_scene,"(11, 512)",True,0.0,0.0
-9y-fZ3swSY__4,word_scene_mask,"(11,)",True,0.0,0.0
-9y-fZ3swSY__4,ctc_word_score,"(11,)",True,0.0,0.0
-9y-fZ3swSY__4,asr_exact_match,"(11,)",True,0.0,0.0
-9y-fZ3swSY__4,asr_time_gap_s,"(11,)",True,0.0,0.0
-9y-fZ3swSY__4,asr_word_probability,"(11,)",True,0.0,0.0
-9y-fZ3swSY__8,text,"(12, 768)",True,0.0,0.0
-9y-fZ3swSY__8,text_mask,"(12,)",True,0.0,0.0
-9y-fZ3swSY__8,audio_native,"(246, 47)",True,0.0,0.0
-9y-fZ3swSY__8,audio_time,"(246,)",True,0.0,0.0
-9y-fZ3swSY__8,audio_cells,"(246, 2)",True,0.0,0.0
-9y-fZ3swSY__8,audio_voiced,"(246,)",True,0.0,0.0
-9y-fZ3swSY__8,bert_token_ids,"(16,)",True,0.0,0.0
-9y-fZ3swSY__8,bert_word_membership,"(12, 16)",True,0.0,0.0
-9y-fZ3swSY__8,bert_char_offsets,"(16, 2)",True,0.0,0.0
-9y-fZ3swSY__8,scene_native,"(50, 512)",True,0.0,0.0
-9y-fZ3swSY__8,expression_native,"(50, 52)",True,0.0,0.0
-9y-fZ3swSY__8,expression_valid,"(50,)",True,0.0,0.0
-9y-fZ3swSY__8,vision_time,"(50,)",True,0.0,0.0
-9y-fZ3swSY__8,vision_cells,"(50, 2)",True,0.0,0.0
-9y-fZ3swSY__8,vision_frame_index,"(50,)",True,0.0,0.0
-9y-fZ3swSY__8,vision_bbox,"(50, 4)",True,0.0,0.0
-9y-fZ3swSY__8,recovery_route,"(50,)",True,0.0,0.0
-9y-fZ3swSY__8,alignment_supported,"(12,)",True,0.0,0.0
-9y-fZ3swSY__8,ctc_cells,"(245, 2)",True,0.0,0.0
-9y-fZ3swSY__8,word_time_membership,"(12, 245)",True,0.0,0.0
-9y-fZ3swSY__8,word_start_quantiles,"(12, 3)",True,0.0,0.0
-9y-fZ3swSY__8,word_end_quantiles,"(12, 3)",True,0.0,0.0
-9y-fZ3swSY__8,word_audio,"(12, 97)",True,0.0,0.0
-9y-fZ3swSY__8,word_audio_dim_mask,"(12, 97)",True,0.0,0.0
-9y-fZ3swSY__8,word_audio_effective_seconds,"(12,)",True,0.0,0.0
-9y-fZ3swSY__8,word_voiced_effective_seconds,"(12,)",True,0.0,0.0
-9y-fZ3swSY__8,word_expression,"(12, 52)",True,0.0,0.0
-9y-fZ3swSY__8,word_expression_mask,"(12,)",True,0.0,0.0
-9y-fZ3swSY__8,word_scene,"(12, 512)",True,0.0,0.0
-9y-fZ3swSY__8,word_scene_mask,"(12,)",True,0.0,0.0
-9y-fZ3swSY__8,ctc_word_score,"(12,)",True,0.0,0.0
-9y-fZ3swSY__8,asr_exact_match,"(12,)",True,0.0,0.0
